0,0,12
0,158,177
1,6,16
1,55,82
2,121,158
2,177,203
3,0,12
3,69,82
4,0,13
4,67,78
4,103,131
4,153,166
4,213,231
4,281,301
5,6,45
5,54,62
5,81,99
5,174,191
5,238,262
6,16,24
6,90,119
6,124,137
6,175,188
6,202,228
7,0,16
7,29,46
7,101,114
7,158,181
7,219,243
8,26,37
8,50,63
8,107,117
8,168,189
9,5,22
9,37,48
9,90,100
9,140,154
9,212,234
9,259,282
10,0,15
10,82,88
10,116,129
10,139,150
10,155,163
10,179,207
11,0,12
11,15,26
11,46,57
11,101,135
11,178,189
12,19,31
12,58,67
12,70,80
12,123,138
12,160,177
13,8,15
13,18,29
13,90,129
13,208,235
13,266,281
14,27,40
14,86,104
14,122,135
15,33,67
15,104,119
15,272,286
15,319,331
16,0,9
16,120,141
16,163,180
16,218,248
17,37,63
17,81,95
17,124,142
17,197,208
17,281,295
18,5,12
18,104,115
18,125,140
18,225,237
19,0,12
19,51,62
19,86,103
19,127,156
20,0,10
20,50,64
20,111,122
20,127,136
20,139,147
20,156,172
20,196,235
21,49,60
21,67,111
22,43,68
22,88,105
23,7,21
23,44,70
23,86,95
23,106,137
24,0,16
24,19,47
24,115,136
24,151,161
24,166,195
25,62,80
25,132,154
26,55,73
26,97,135
26,161,194
27,0,15
27,18,69
27,88,98
27,170,189
27,207,227
27,301,312
27,325,343
27,361,372
27,400,415
28,0,12
28,55,101
28,151,166
28,192,216
28,245,257
28,297,306
28,322,360
29,3,34
29,86,117
29,149,168
29,179,189
29,235,251
30,10,25
30,46,71
30,136,155
30,172,202
30,271,289
31,0,15
31,18,36
31,101,111
31,129,143
31,179,188
32,0,29
32,41,68
32,86,100
32,162,172
33,62,91
33,102,118
33,121,141
33,221,231
33,249,267
33,275,288
34,0,23
34,55,73
35,14,38
35,75,86
35,97,114
35,156,175
35,224,240
35,243,256
35,276,303
36,0,20
36,59,70
36,89,103
36,121,138
37,0,11
37,32,73
37,168,187
37,210,242
38,0,13
38,38,55
38,59,67
38,97,107
38,210,219
39,99,124
40,18,37
40,71,85
41,0,23
41,37,50
41,55,81
41,124,142
42,0,14
42,29,62
42,104,128
42,190,203
42,225,238
42,332,343
43,0,14
43,66,84
43,112,123
43,168,192
43,218,232
44,31,47
44,63,86
44,135,167
44,185,197
44,272,281
44,303,324
44,344,350
44,381,396
45,11,25
45,51,65
45,120,137
46,69,107
46,204,229
46,311,323
47,34,43
47,102,119
47,144,164
47,184,193
47,214,242
47,247,263
47,275,292
48,25,48
48,91,105
48,147,160
49,51,61
49,96,117
49,154,177
49,240,254
49,297,309
49,359,381
50,14,36
50,117,142
50,176,190
50,222,238
51,0,15
51,157,182
51,247,263
52,11,36
52,63,73
