0,0,12
0,158,177
1,6,16
1,55,82
2,121,158
2,177,203
3,0,12
4,0,13
4,67,78
4,213,231
5,6,45
6,16,24
6,175,188
6,202,228
7,0,16
7,29,46
7,219,243
8,107,117
8,168,189
9,140,154
9,212,234
10,0,15
10,82,88
10,116,129
10,139,150
10,155,163
11,0,12
11,178,189
12,19,31
12,58,67
12,70,80
12,123,138
13,8,15
14,122,135
15,104,119
15,319,331
16,0,9
16,120,141
16,218,248
17,81,95
18,5,12
18,104,115
18,125,140
19,51,62
19,86,103
20,50,64
20,111,122
20,127,136
20,139,147
21,49,60
22,43,68
23,86,95
24,19,47
27,88,98
27,207,227
27,301,312
27,325,343
28,0,12
28,151,166
28,245,257
28,297,306
29,86,117
29,149,168
29,179,189
30,10,25
30,172,202
31,129,143
32,41,68
32,162,172
33,62,91
33,121,141
35,75,86
35,97,114
35,276,303
36,0,20
36,59,70
36,89,103
36,121,138
37,168,187
38,0,13
38,59,67
39,99,124
40,18,37
40,71,85
41,0,23
41,37,50
42,332,343
44,31,47
44,63,86
44,272,281
44,344,350
46,311,323
47,34,43
47,102,119
47,184,193
47,214,242
47,247,263
48,25,48
49,240,254
49,359,381
50,222,238
51,0,15
52,63,73
53,40,69
53,261,278
54,24,35
54,261,283
55,53,72
55,199,213
56,153,169
57,88,101
57,124,140
57,202,217
58,105,142
58,199,212
59,0,8
59,212,229
59,239,258
61,0,14
61,191,220
62,0,24
62,220,240
63,60,86
64,63,86
64,154,173
65,0,13
65,51,61
65,82,98
66,11,21
66,153,181
66,267,281
67,21,39
67,56,71
67,83,107
67,143,158
67,180,194
68,238,262
69,53,74
69,164,177
70,168,177
71,12,23
71,53,72
71,96,107
72,0,17
72,38,53
72,77,94
72,139,152
72,156,167
73,5,21
73,88,101
74,15,25
75,250,260
75,293,299
76,52,63
76,74,99
77,18,37
77,128,146
78,67,83
79,0,13
79,187,196
80,8,26
80,61,79
80,86,94
82,137,156
83,0,10
83,113,134
84,105,120
86,0,10
86,62,70
87,56,71
88,38,51
88,229,251
89,0,12
89,15,36
92,65,77
92,126,150
95,72,88
96,191,199
98,158,174
99,106,128
99,162,193
99,198,209
100,0,21
100,172,190
100,249,262
101,3,31
101,186,207
101,234,246
102,22,36
102,140,166
103,4,21
103,244,256
104,69,89
104,134,155
104,181,192
104,281,289
105,114,142
105,259,277
105,292,307
106,9,27
106,88,111
106,154,163
106,178,197
107,83,93
108,173,195
108,242,271
109,49,58
109,89,106
110,38,53
111,114,133
112,49,74
112,87,103
113,28,37
114,77,99
114,160,190
115,104,116
115,127,136
116,127,140
117,201,223
118,111,136
118,191,207
119,0,12
119,173,190
120,79,124
120,170,185
120,224,255
121,94,110
123,105,124
124,130,154
125,189,202
127,207,221
128,42,70
128,145,163
129,0,10
129,95,119
129,127,156
129,243,258
129,265,274
129,293,323
130,0,16
131,0,19
131,25,42
132,22,44
133,41,59
134,71,86
134,99,122
134,196,220
135,51,62
135,67,90
135,141,160
136,41,53
136,134,145
138,66,86
