Tú empleaste sobre este desierto.,Nde peporukuri ko tave'ỹ ári.
Nosotros referíamos.,Ore rokuaaukami.
Vos no clavaste las observadoras.,Nde ndapekutuikuri ma'ẽhakuéra.
Ella fracasa por los textos.,Ha'e ojavy kuatiakuéra rupi.
Ellas no volvieron por este detalle.,Ndojereikuri rehe rehehikuái ko sa'iha.
Ella no vive a esas visibilidades.,Ha'e ndoikovei umi jechakuérape.
Yo no volvía.,Che ndajereimi.
Él no bajará.,Ha'e ndoguyit.
Tú no investigarás.,Nde ndapetypekait.
Nosotras no privamos.,Ore ndorope'aikuri.
Nosotras no privamos.,Ñande ndajape'ai.
Ellas no mueren esa ladrona.,Ndopytupai hikuái ku povevúi.
Yo no cargo a esa medianoche.,Che namyenyhẽi upe pyharepytepe.
Ellas visitarán los abuelos a este funcionario.,Ha'ekuéra opoandut taitaguasukuéra ko tembijokuáipe.
Ella no trasladaba.,Ha'e nombovaimi.
Él no parte.,Ha'e nombovoi.
Ellos no peinaron este pequeño con nuestras reparaciones.,Noakãkarãirikuri ko mitã'i hikuái ñane ñemyatyrõnguéra ndive.
Vosotros rodeáis de las acciones.,Peẽ pejere tembiapokuéragui.
Tú volvías.,Nde pejeremi.
Ellos no correrán.,Ha'ekuéra ndosyryit.
Él no modifica este animal.,Ha'e nomoambuei ko tymba.
Él no giraba.,Ha'e noñembojereimi.
Vosotras ingresáis.,Peẽ peike.
Nosotros no conducíamos.,Ore noromboguataimi.
Yo no cedo.,Che name'ẽi.
Ella pinchaba.,Ha'e okutumi.
Ella sobresaldrá.,Ha'e opu'akavet.
Ellos no desenlazarán.,Nomosãsoit hikuái.
Nosotras no enterraremos vuestros cuartos hasta la espera.,Ore ndorojatykait pende kotykuéra ta'arõ meve.
Ellos hinchaban.,Ombovumi hikuái.
Ellas no mataban vuestras atenciones.,Ha'ekuéra ndojukaimi pene ñangarekokuéra.
Tú no perdías.,Nde naperokañyimi.
Yo no tenía.,Che ndaguerekoimi.
Vos no viajarás.,Nde ndapeguatait.
