0,0,12
0,13,15
0,16,19
0,20,21
0,22,29
0,30,32
0,39,47
0,52,60
0,61,63
0,64,71
0,72,73
0,80,82
0,83,87
0,88,98
0,108,116
0,117,119
0,120,127
0,130,137
0,138,141
0,142,155
0,156,158
1,6,16
1,25,27
1,28,45
1,46,48
1,49,52
1,53,54
1,55,62
1,63,65
1,83,87
1,88,90
1,98,106
1,107,109
1,110,117
2,0,11
2,15,22
2,26,31
2,32,34
2,52,53
2,68,70
2,83,91
2,95,102
2,103,118
2,119,120
2,121,158
2,159,164
2,167,172
2,177,186
3,0,12
3,16,19
3,23,30
3,34,38
3,45,52
3,53,68
3,69,82
3,88,90
3,91,94
4,0,13
4,14,16
4,17,19
4,48,52
4,53,62
4,87,99
4,100,102
4,103,131
4,132,136
4,137,142
4,153,166
4,167,171
4,172,174
4,175,179
4,204,212
4,213,215
4,232,234
4,245,251
4,271,278
4,279,299
5,6,45
5,54,62
5,81,99
5,100,110
5,111,112
5,113,120
5,121,128
5,150,152
5,165,191
5,194,204
5,205,206
5,207,223
5,238,262
5,266,273
5,274,276
5,277,287
5,288,308
6,25,33
6,34,37
6,45,50
6,56,61
6,62,66
6,71,81
6,82,84
6,85,95
6,96,98
6,99,128
6,143,156
6,157,159
6,160,165
6,166,168
6,169,173
6,174,176
6,177,181
6,186,191
6,194,207
6,210,214
6,215,247
7,0,16
7,29,46
7,47,49
7,89,96
7,101,114
7,115,119
7,120,122
7,123,127
7,130,135
7,148,152
7,153,155
7,158,181
7,182,184
7,192,196
7,200,202
7,219,243
8,20,37
8,49,56
8,69,82
8,83,85
8,86,98
8,99,101
8,102,113
8,126,136
8,148,152
8,153,154
8,155,161
8,174,178
8,188,205
8,206,227
9,0,4
9,5,22
9,37,48
9,49,51
9,60,61
9,90,100
9,101,103
9,128,130
9,140,142
9,183,184
9,197,211
9,212,234
9,243,255
9,256,258
9,259,265
9,266,271
9,275,310
10,0,15
10,18,23
10,26,37
10,40,50
10,51,52
10,53,69
10,91,97
10,110,112
10,113,123
10,124,126
10,127,134
10,135,148
10,158,169
10,183,191
10,192,196
10,200,202
10,207,235
11,0,12
11,15,26
11,40,57
11,86,87
11,99,100
11,101,135
11,136,150
11,151,153
11,178,189
12,8,14
12,19,31
12,32,33
12,34,42
12,43,51
12,52,55
12,67,76
12,89,99
12,100,116
12,117,121
12,130,131
12,142,157
12,162,166
12,179,196
13,8,15
13,18,29
13,50,60
13,63,66
13,67,69
13,77,85
13,88,127
13,132,135
13,136,148
13,149,158
13,159,162
13,176,179
13,180,184
13,193,203
13,206,233
13,236,251
13,252,254
13,264,276
14,4,11
14,14,26
14,27,40
14,41,58
14,59,62
14,67,76
14,86,104
14,105,109
14,122,135
14,147,155
14,156,157
14,162,175
14,200,206
15,16,18
15,28,32
15,33,67
15,68,82
15,92,100
15,104,119
15,120,122
15,130,132
15,170,172
15,173,181
15,196,202
15,203,214
15,215,222
15,223,224
15,229,231
15,232,239
15,248,256
15,257,263
15,264,268
15,281,295
15,296,297
15,306,317
15,318,327
15,328,340
16,0,9
16,10,16
16,33,35
16,45,46
16,47,60
16,61,63
16,67,69
16,70,73
16,77,84
16,89,99
16,120,141
16,142,153
16,163,180
16,181,183
16,184,192
16,193,201
16,210,213
16,218,248
16,252,255
16,256,265
17,4,19
17,20,27
17,28,36
17,37,63
17,81,95
17,96,97
17,102,106
17,117,123
17,124,142
17,143,145
17,146,150
17,151,159
17,162,163
17,164,166
17,172,179
17,192,196
17,197,208
17,209,211
17,236,243
17,262,267
17,280,281
17,282,285
17,286,299
17,300,314
18,0,4
18,5,12
18,24,26
18,27,32
18,33,42
18,57,65
18,69,78
18,79,81
18,82,91
18,94,99
18,104,115
18,141,147
18,157,164
18,165,166
18,170,179
18,183,188
18,189,210
18,215,237
18,246,255
19,0,12
19,13,15
19,26,34
19,39,50
19,51,62
19,63,74
19,86,103
19,113,126
19,127,156
20,0,10
20,23,32
20,37,49
20,50,52
20,65,76
20,103,105
20,111,119
20,120,131
20,136,145
20,148,156
20,165,181
20,182,184
20,185,196
20,212,214
20,215,254
21,21,30
21,35,48
21,49,60
21,61,63
21,67,111
21,112,114
21,115,118
21,132,137
22,0,2
22,20,22
22,43,68
22,69,70
22,71,73
22,88,105
22,106,108
22,109,120
22,121,126
22,127,139
22,140,154
22,155,168
22,169,171
22,172,181
22,182,183
22,184,202
22,203,206
22,207,215
22,216,227
22,228,230
22,231,240
22,245,247
23,0,4
23,7,21
23,27,29
23,44,70
23,86,95
23,98,100
23,106,137
23,138,150
24,0,16
24,19,47
24,62,72
24,73,75
24,76,85
24,86,87
24,88,95
24,137,139
24,151,161
24,166,195
24,196,198
24,199,208
25,0,10
25,11,13
25,25,26
25,27,39
25,44,51
25,52,61
25,62,64
25,65,109
25,114,117
25,122,127
25,128,131
25,132,154
26,10,16
26,20,27
26,50,52
26,64,82
26,83,85
26,92,93
26,129,140
26,141,163
26,176,177
26,178,184
26,208,241
26,252,254
27,0,15
27,18,69
27,78,82
27,83,87
27,88,98
27,109,113
27,114,116
27,117,119
27,125,126
27,127,134
27,139,149
27,150,152
27,153,160
27,161,163
27,170,189
27,190,194
27,216,236
27,237,251
27,252,265
27,266,267
27,268,285
27,286,295
27,306,309
27,310,321
27,322,324
27,334,352
27,353,354
27,355,357
27,370,381
27,396,408
27,409,424
28,0,12
28,24,30
28,34,41
28,64,110
28,111,113
28,156,157
28,163,170
28,179,194
28,195,204
28,205,213
28,243,254
28,255,263
28,268,275
28,276,285
28,320,323
28,336,340
28,341,342
28,343,349
28,359,368
28,403,441
28,442,444
28,445,454
29,3,34
29,35,37
29,38,40
29,41,47
29,48,56
29,63,70
29,71,74
29,75,83
29,84,85
29,86,117
29,136,143
29,144,153
29,158,161
29,169,177
29,188,198
29,199,201
29,202,214
29,242,251
29,263,279
29,280,288
29,291,301
29,302,303
29,304,314
30,26,32
30,36,43
30,59,70
30,71,80
30,81,87
30,88,102
30,103,121
30,154,155
30,164,183
30,184,186
30,187,189
30,222,230
30,231,242
30,243,249
30,256,271
30,284,285
30,308,327
30,328,329
30,330,336
30,337,355
30,356,358
31,0,15
31,18,36
31,37,39
31,40,50
31,51,66
31,67,80
31,81,83
31,84,86
31,110,120
31,124,129
31,138,152
31,169,171
31,181,185
31,186,195
32,0,29
32,30,33
32,41,68
32,69,71
32,78,83
32,86,100
32,101,106
32,107,109
32,110,130
32,131,133
32,134,143
32,148,150
32,162,172
32,173,175
32,183,185
32,186,189
32,190,195
32,196,203
32,204,213
32,214,224
33,14,22
33,23,25
33,26,35
33,36,38
33,39,46
33,59,61
33,68,74
33,81,110
33,121,137
33,140,160
33,167,169
33,181,194
33,207,209
33,210,219
33,220,221
33,222,224
33,236,241
33,254,258
33,278,288
33,306,324
33,327,331
33,332,351
33,352,362
34,0,23
34,36,40
34,55,61
34,74,92
34,116,118
34,169,171
34,223,224
34,230,232
34,248,250
35,4,11
35,14,16
35,39,41
35,61,70
