0,0,12
0,13,15
0,16,19
0,20,21
0,22,29
0,30,32
0,52,60
0,61,63
0,64,71
0,72,73
0,80,82
0,83,87
0,88,98
0,108,116
0,117,119
0,120,127
0,130,137
0,138,141
0,156,158
1,6,16
1,25,27
1,28,45
1,46,48
1,49,52
1,53,54
1,55,62
1,63,65
1,83,87
1,88,90
1,98,106
1,107,109
1,110,117
2,15,22
2,26,31
2,32,34
2,52,53
2,83,91
2,95,102
2,103,118
2,119,120
2,121,158
2,159,164
2,177,186
3,0,12
3,16,19
3,23,30
3,34,38
3,45,52
3,53,68
3,88,90
3,91,94
4,0,13
4,14,16
4,17,19
4,48,52
4,53,62
4,100,102
4,132,136
4,137,142
4,167,171
4,172,174
4,175,179
4,204,212
4,213,215
4,271,278
5,6,45
5,100,110
5,111,112
5,113,120
5,121,128
5,150,152
5,194,204
5,205,206
5,207,223
5,266,273
5,274,276
5,277,287
6,25,33
6,34,37
6,45,50
6,56,61
6,62,66
6,71,81
6,82,84
6,85,95
6,96,98
6,157,159
6,160,165
6,166,168
6,169,173
6,174,176
6,177,181
6,194,207
6,210,214
6,215,247
7,0,16
7,29,46
7,47,49
7,115,119
7,120,122
7,123,127
7,148,152
7,153,155
7,182,184
7,219,243
8,83,85
8,86,98
8,99,101
8,102,113
8,126,136
8,148,152
8,153,154
8,155,161
8,206,227
9,0,4
9,49,51
9,101,103
9,140,142
9,183,184
9,197,211
9,212,234
9,256,258
9,259,265
9,266,271
10,0,15
10,18,23
10,26,37
10,40,50
10,51,52
10,53,69
10,91,97
10,110,112
10,113,123
10,124,126
10,127,134
10,135,148
10,158,169
10,183,191
10,192,196
10,200,202
11,0,12
11,99,100
11,151,153
11,178,189
12,19,31
12,32,33
12,34,42
12,43,51
12,52,55
12,67,76
12,89,99
12,100,116
12,117,121
12,142,157
13,8,15
13,50,60
13,63,66
13,67,69
13,132,135
13,136,148
13,149,158
13,159,162
13,176,179
13,180,184
13,252,254
14,59,62
14,105,109
14,122,135
14,147,155
14,156,157
14,200,206
15,28,32
15,92,100
15,104,119
15,120,122
15,130,132
15,170,172
15,173,181
15,196,202
15,203,214
15,215,222
15,223,224
15,229,231
15,232,239
15,248,256
15,257,263
15,264,268
15,296,297
15,306,317
15,318,327
15,328,340
16,0,9
16,10,16
16,45,46
16,47,60
16,61,63
16,67,69
16,70,73
16,89,99
16,120,141
16,142,153
16,181,183
16,184,192
16,193,201
16,218,248
16,252,255
16,256,265
17,20,27
17,28,36
17,81,95
17,96,97
17,102,106
17,117,123
17,143,145
17,146,150
17,151,159
17,162,163
17,164,166
17,172,179
17,192,196
17,209,211
17,236,243
17,280,281
17,282,285
18,0,4
18,5,12
18,24,26
18,27,32
18,33,42
18,57,65
18,69,78
18,79,81
18,82,91
18,104,115
18,141,147
18,157,164
18,165,166
18,170,179
18,183,188
19,13,15
19,39,50
19,51,62
19,63,74
19,86,103
19,113,126
20,50,52
20,65,76
20,111,119
20,120,131
20,136,145
20,148,156
20,182,184
20,185,196
20,212,214
21,35,48
21,49,60
21,61,63
21,112,114
21,115,118
21,132,137
22,20,22
22,43,68
22,69,70
22,71,73
22,106,108
22,109,120
22,121,126
22,127,139
22,140,154
22,169,171
22,172,181
22,182,183
22,203,206
22,207,215
22,216,227
22,228,230
22,231,240
23,86,95
24,19,47
24,62,72
24,73,75
24,76,85
24,86,87
24,88,95
24,196,198
24,199,208
25,0,10
25,11,13
25,25,26
25,44,51
25,52,61
25,62,64
25,114,117
25,122,127
25,128,131
26,10,16
26,20,27
26,83,85
26,129,140
26,176,177
26,178,184
26,252,254
27,78,82
27,83,87
27,88,98
27,109,113
27,114,116
27,117,119
27,125,126
27,127,134
27,150,152
27,153,160
27,161,163
27,190,194
27,216,236
27,237,251
27,252,265
27,266,267
27,286,295
27,306,309
27,310,321
27,322,324
27,334,352
27,353,354
27,355,357
27,396,408
28,0,12
28,24,30
28,34,41
28,111,113
28,179,194
28,195,204
28,205,213
28,243,254
28,255,263
28,268,275
28,276,285
28,320,323
28,336,340
28,341,342
28,343,349
28,359,368
28,442,444
28,445,454
29,35,37
29,38,40
29,41,47
29,48,56
29,63,70
29,71,74
29,75,83
29,84,85
29,86,117
29,136,143
29,144,153
29,188,198
29,199,201
29,202,214
29,280,288
29,291,301
29,302,303
29,304,314
30,26,32
30,36,43
30,59,70
30,71,80
30,81,87
30,184,186
30,187,189
30,222,230
30,231,242
30,243,249
30,308,327
30,328,329
30,330,336
30,356,358
31,37,39
31,40,50
31,67,80
31,81,83
31,84,86
31,124,129
31,138,152
31,169,171
31,181,185
32,30,33
32,41,68
32,69,71
32,101,106
32,107,109
32,131,133
32,134,143
32,162,172
32,173,175
32,183,185
32,186,189
32,190,195
32,196,203
32,204,213
32,214,224
33,14,22
33,23,25
33,26,35
33,36,38
33,39,46
33,81,110
33,140,160
33,207,209
33,210,219
33,220,221
33,222,224
33,327,331
33,352,362
34,36,40
34,116,118
35,39,41
35,75,86
35,115,117
35,118,126
35,127,136
35,185,195
35,226,231
35,232,241
35,314,341
35,351,353
36,0,20
36,48,53
36,54,58
36,68,79
36,107,121
36,135,138
36,139,156
36,182,184
36,185,190
36,191,193
37,74,76
37,77,90
37,91,92
37,109,111
37,112,118
37,148,153
37,154,156
37,157,164
37,177,196
37,197,198
37,199,214
38,0,13
38,56,67
38,68,70
38,86,88
38,89,96
38,108,110
38,111,120
38,121,122
38,123,125
38,126,141
38,142,144
38,145,150
38,188,198
38,220,222
38,223,232
39,47,58
39,85,93
39,94,100
39,101,103
39,104,110
39,127,152
39,173,174
39,177,188
39,189,200
40,18,37
40,38,43
40,59,70
40,71,85
40,86,88
40,89,98
41,0,23
41,24,26
41,35,36
41,37,50
41,82,85
41,108,111
42,17,25
42,26,28
42,63,65
42,66,72
42,73,82
42,83,85
42,86,93
42,129,144
42,169,174
42,177,182
42,183,187
42,188,189
42,204,206
42,219,224
42,239,241
42,242,252
42,274,279
42,280,285
42,311,315
42,316,321
42,332,343
42,344,346
42,347,356
43,15,31
43,32,34
43,35,44
43,45,50
43,85,94
43,101,111
43,126,136
43,137,139
43,140,149
43,195,199
43,200,203
43,204,217
43,218,220
43,221,223
43,233,235
43,247,249
43,250,253
44,17,26
44,27,30
44,31,47
44,48,53
44,72,95
44,96,98
44,99,106
44,154,158
44,171,173
44,174,176
44,189,190
44,191,195
44,200,203
44,217,226
44,227,229
44,230,239
44,240,247
44,254,262
44,263,264
44,265,267
44,272,279
44,315,319
44,344,350
44,363,369
44,370,373
45,68,78
45,79,81
45,82,91
45,92,99
45,113,119
45,138,140
45,141,159
45,164,173
45,174,176
45,177,182
46,0,13
46,14,16
46,17,19
46,29,31
46,43,45
46,46,49
46,108,119
46,123,127
46,128,136
46,161,165
46,166,178
46,179,181
46,233,235
46,236,241
46,246,256
46,257,266
46,267,268
46,269,271
46,272,280
46,281,282
46,320,332
46,333,337
47,22,33
47,34,43
47,44,46
47,47,56
47,57,62
47,63,65
