0,0,12
0,13,15
0,16,19
0,20,21
0,22,29
0,30,32
0,33,38
0,39,47
0,52,60
0,61,63
0,64,71
0,72,73
0,80,82
0,83,87
0,88,98
0,110,118
0,119,121
0,122,129
0,132,139
0,140,143
0,144,157
0,158,177
1,6,16
1,25,27
1,28,45
1,46,48
1,49,52
1,53,54
1,55,82
1,83,87
1,88,90
1,100,108
1,109,111
1,112,119
2,0,11
2,15,22
2,26,31
2,32,51
2,52,53
2,54,67
2,68,70
2,71,79
2,83,91
2,95,102
2,103,118
2,119,120
2,121,158
2,159,164
2,177,203
3,0,12
3,16,19
3,23,30
3,34,38
3,45,52
3,53,68
3,69,82
3,88,90
3,91,94
4,0,13
4,14,16
4,17,19
4,48,52
4,67,78
4,87,99
4,100,102
4,103,131
4,132,136
4,137,142
4,153,166
4,167,171
4,172,174
4,175,179
4,204,212
4,213,231
4,232,234
4,235,242
4,273,280
4,281,301
5,6,45
5,54,62
5,81,99
5,100,110
5,111,112
5,113,120
5,121,128
5,150,152
5,165,191
5,194,204
5,205,206
5,207,223
5,238,262
5,266,273
5,274,276
5,277,287
5,288,308
6,16,24
6,25,28
6,36,41
6,47,52
6,53,57
6,62,72
6,73,75
6,76,86
6,87,89
6,90,119
6,124,137
6,138,140
6,141,146
6,147,149
6,150,154
6,155,157
6,158,162
6,175,188
6,191,195
6,196,228
7,0,16
7,29,46
7,47,49
7,101,114
7,115,119
7,120,122
7,123,127
7,148,152
7,153,155
7,158,181
7,182,184
7,219,243
8,20,37
8,50,63
8,64,66
8,67,79
8,80,82
8,83,94
8,107,117
8,125,126
8,127,133
8,150,167
8,168,189
9,0,4
9,5,22
9,37,48
9,49,51
9,52,59
9,60,61
9,62,72
9,90,100
9,101,103
9,128,139
9,140,154
9,157,162
9,163,169
9,183,184
9,197,211
9,212,234
9,243,255
9,256,258
9,259,265
9,266,271
9,275,310
10,0,15
10,18,23
10,26,37
10,40,50
10,51,52
10,53,69
10,82,88
10,91,93
10,94,104
10,105,107
10,108,115
10,116,129
10,139,150
10,155,163
10,164,168
10,172,174
10,179,207
11,0,12
11,15,26
11,40,57
11,72,85
11,86,87
11,88,98
11,99,100
11,101,135
11,136,150
11,151,165
11,178,189
12,19,31
12,32,33
12,34,42
12,43,51
12,52,55
12,58,67
12,70,80
12,81,97
12,98,102
12,123,138
12,160,177
13,8,15
13,18,29
13,50,60
13,63,66
13,67,69
13,90,129
13,134,137
13,138,150
13,151,160
13,161,164
13,178,181
13,182,186
13,208,235
13,238,253
13,254,256
13,257,265
13,266,281
13,282,292
14,14,26
14,27,40
14,41,58
14,59,62
14,86,104
14,105,109
14,122,135
14,138,146
14,147,148
14,181,187
15,0,15
15,16,18
15,19,27
15,28,32
15,33,67
15,68,82
15,92,100
15,104,119
15,120,122
15,130,132
15,161,163
15,164,172
15,194,205
15,214,215
15,220,222
15,223,230
15,239,247
15,255,259
15,272,286
15,287,288
15,297,308
15,319,331
16,0,9
16,10,16
16,17,32
16,33,35
16,36,44
16,45,46
16,47,60
16,61,63
16,67,69
16,70,73
16,89,99
16,120,141
16,142,153
16,163,180
16,181,183
16,184,192
16,218,248
16,252,255
16,256,265
17,4,19
17,20,27
17,28,36
17,37,63
17,81,95
17,96,97
17,102,106
17,117,123
17,124,142
17,143,145
17,146,150
17,151,159
17,162,163
17,164,166
17,172,179
17,192,196
17,197,208
17,209,211
17,246,252
17,253,258
17,261,262
17,263,266
17,267,280
17,281,295
18,0,4
18,5,12
18,24,26
18,27,32
18,33,42
18,57,65
18,69,78
18,79,81
18,82,91
18,104,115
18,125,140
18,141,147
18,165,166
18,170,179
18,183,188
18,189,210
18,215,237
19,0,12
19,13,15
19,39,50
19,51,62
19,63,74
19,86,103
19,113,126
19,127,156
20,0,10
20,37,49
20,50,64
20,65,76
20,102,110
20,111,122
20,127,136
20,139,147
20,156,172
20,173,175
20,176,187
20,193,195
20,196,235
21,35,48
21,49,60
21,61,63
21,67,111
21,112,114
21,115,118
21,132,137
22,20,22
22,43,68
22,69,70
22,71,73
22,88,105
22,106,108
22,109,120
22,121,126
22,127,139
22,140,154
22,155,168
22,169,171
22,172,181
22,182,183
22,184,202
22,203,206
22,207,215
22,216,227
22,228,230
22,231,240
23,7,21
23,44,70
23,86,95
23,106,137
23,138,150
24,0,16
24,19,47
24,62,72
24,73,75
24,76,85
24,86,87
24,88,95
24,115,136
24,137,139
24,140,148
24,151,161
24,166,195
24,196,198
24,199,208
25,0,10
25,11,13
25,25,26
25,27,39
25,44,51
25,52,61
25,62,64
25,65,109
25,114,117
25,122,127
25,128,131
25,132,154
26,10,16
26,20,27
26,30,40
26,41,43
26,55,73
26,74,76
26,97,135
26,138,139
26,140,146
26,161,194
26,205,207
27,0,15
27,18,69
27,78,82
27,83,87
27,88,98
27,109,113
27,114,116
27,117,119
27,125,126
27,127,134
27,139,149
27,150,152
27,153,160
27,161,163
27,164,169
27,170,189
27,190,194
27,207,227
27,228,242
27,243,256
27,257,258
27,259,276
27,277,286
27,297,300
27,301,312
27,313,315
27,325,343
27,344,345
27,346,348
27,361,372
27,387,399
27,400,415
28,0,12
28,13,18
28,24,30
28,34,41
28,55,101
28,102,104
28,151,166
28,177,185
28,192,216
28,221,228
28,229,238
28,245,257
28,272,276
28,277,278
28,279,285
28,297,306
28,313,321
28,322,360
28,361,363
28,364,373
29,3,34
29,35,37
29,38,40
29,41,47
29,48,56
29,63,70
29,71,74
29,75,83
29,84,85
29,86,117
29,127,134
29,149,168
29,179,189
29,190,192
29,193,205
29,235,251
29,252,260
29,263,273
29,274,275
29,276,286
30,0,9
30,10,25
30,26,32
30,36,43
30,46,71
30,72,78
30,79,93
30,94,112
30,136,155
30,156,158
30,159,161
30,172,202
30,209,224
30,242,261
30,262,263
30,264,270
30,271,289
30,290,292
31,0,15
31,18,36
31,37,39
31,51,66
31,67,80
31,81,83
31,84,86
31,101,111
31,115,120
31,129,143
31,162,164
31,174,178
31,179,188
32,0,29
32,30,33
32,41,68
32,69,71
32,86,100
32,101,106
32,107,109
32,110,130
32,131,133
32,134,143
32,162,172
32,173,175
32,183,185
32,186,189
32,190,195
32,196,203
32,204,213
33,5,13
33,14,16
33,17,26
33,27,29
33,30,37
33,62,91
33,102,118
33,121,141
33,169,171
33,172,181
33,182,183
33,184,186
33,221,231
33,249,267
33,270,274
33,275,294
34,0,23
34,36,40
34,55,73
34,74,87
34,88,96
34,97,110
34,122,128
34,129,135
34,145,158
34,159,167
34,168,170
34,171,183
34,184,194
34,204,205
34,206,219
34,220,228
34,229,231
34,232,242
34,243,245
34,246,254
35,14,38
35,39,52
35,75,86
35,97,114
35,115,117
35,118,126
35,127,136
35,156,175
35,198,203
35,204,213
35,224,240
35,243,256
35,257,271
35,276,303
35,313,315
36,0,20
36,30,38
36,39,44
36,45,49
36,59,70
36,89,103
36,117,120
36,121,138
36,155,157
36,158,163
36,164,166
37,0,20
37,32,73
37,74,76
37,77,90
37,91,92
